Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Bolivia,BOL,0.18012866337622,0.171964774190787,0.155038124533748,0.1474694623793,0.153531486727534,0.159207175546057,0.160141863130801,0.161223111927028,0.166915412495779,0.177613360697663,0.203283713614625,0.198909915884578,0.192428794538649,0.188589505872135,0.174358879634391,0.193257613687593,0.194457296421337,0.197516599177145
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Bosnia and Herzegovina,BIH,2.28886503059712,0.352561689393088,0.438520694037001,0.422616755644754,0.423265948397673,0.417414976368481,0.414401982796064,0.419062154253809,0.441067392453053,0.439729851797453,0.454950507102788,0.449756422852996,0.434485850242424,0.396559898529578,0.407755358726796,0.38700815333391,0.367237279697571,0.347966442193206
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Botswana,BWA,0.205472029695976,0.185962469876204,0.1853357416717,0.178382659219339,0.177512374719796,0.168042403782093,0.160370658930372,0.166146373240974,0.144864300784933,0.145987297567509,0.178683153937162,0.189224778678353,0.200226564541413,0.173763083584488,0.157982652263359,0.152931131536012,0.160061321702776,0.158839877778112
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Brazil,BRA,0.120421499844583,0.143869169144609,0.143360881995635,0.142170842851316,0.137996507461942,0.13451785836199,0.134085670157343,0.131328564812929,0.12784841803973,0.126793221031352,0.134723234789432,0.136290759933048,0.12747667945893,0.125232350632547,0.12374895310523,0.133585609934118,0.122734498219833,0.119412584043343
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Brunei Darussalam,BRN,0.142543438320823,0.189842725168457,0.185495418720383,0.176404996476206,0.160891517961683,0.180329542570808,0.175009967445635,0.167760763299464,0.231058375079455,0.22808056548604,0.23421335057217,0.23032863563597,0.234849435796527,0.214084583940881,0.275730870753541,0.275732125295004,0.271734561433398,0.275553391208172
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Bulgaria,BGR,0.61398018410083,0.510820376669339,0.469472934736173,0.473277556691432,0.42195880455014,0.450375513757039,0.407032840209212,0.387793473798699,0.37378283665558,0.37383482064133,0.26670342177019,0.271458138385126,0.248345441088028,0.230688165693546,0.211176098568785,0.227161660865517,0.238766253140412,0.18624994964612
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Burkina Faso,BFA,0.0321565062929231,0.0476952065091385,0.0515832893568741,0.0558050844025786,0.0567694452567419,0.0585139582553555,0.0499910959554076,0.0490539236922103,0.0470109239185962,0.0634975973510596,0.093203576917743,0.100396211441862,0.104984599747167,0.110077007203771,0.10793070332449,0.108470244816416,0.110683973726356,0.104971616370532
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Burundi,BDI,0.0256924450564174,0.0457968542563679,0.0460988068480207,0.0359277015771834,0.0324904309518831,0.0272473678803879,0.0309653452299398,0.0258294434199074,0.0309517372405398,0.0478986555144703,0.0477845279750112,0.0528933415461073,0.0699863017701894,0.0757297497944335,0.0838370437875499,0.081804819947906,0.0759932698431858,0.0744096128628949
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Cabo Verde,CPV,0.0773690753036086,0.0536621845739119,0.138223071379267,0.154438835360759,0.163280205429794,0.157170907040563,0.154149740170533,0.225181992867391,0.228837771365871,0.222608071773143,0.203584837697752,0.205874432971461,0.199794068409515,0.198128849269281,0.263037403049872,0.250008553262983,0.225468123439388,0.207415238263727
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Cambodia,KHM,0.0221529665929379,0.0891823483502873,0.08353440071657,0.0850287514621095,0.0822217017453052,0.0801973380417154,0.073313344138382,0.0722402008470814,0.0725039986957741,0.0807259022370673,0.12644289120543,0.13088764423276,0.12527511491264,0.149173889216247,0.161938538773358,0.15876644870112,0.156252491874883,0.154149188460533
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Cameroon,CMR,0.0928664870610012,0.0971406873464009,0.100432980762898,0.0958311771993703,0.0903969537830723,0.0874987572406548,0.0803244360528648,0.0762656506590921,0.0748747075840595,0.0867066869320541,0.0867201497156684,0.0850655016302947,0.087355241919735,0.0822084182414207,0.0831414286033201,0.0792987558182508,0.0808892585095358,0.0778313059717074
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Canada,CAN,0.393438719199852,0.370937356480386,0.366053425259515,0.353536154821376,0.355910399437762,0.361996469890489,0.342596732902007,0.344611009120477,0.331388999375911,0.336327325168468,0.28711089814918,0.286966758460644,0.289014068077157,0.280639992110948,0.266049734585466,0.259600838593426,0.256146809735823,0.252851174616171
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,0.0368684294648934,0.0446563528997048,0.0563090837020022,0.0582705604169503,0.053753177292154,0.0722308311094327,0.0616687984318494,0.0650371365019597,0.0621041469392742,0.0627525136449344
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Central African Republic,CAF,0.0373528685999047,0.0462466984514406,0.0541279265046985,0.0544203027616629,0.0537008903402693,0.0536157061820641,0.0494257836423063,0.0483500316968785,0.0493415942708588,0.0466973132493047,0.0492274747444571,0.049004097454877,0.0490175668638846,0.0514821396328323,0.053053348417238,0.0534556122108795,0.0608460423161585,0.0629883564888302
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Chad,TCD,0.0317293059943858,0.0176928911458705,0.026106576310332,0.0233421959430563,0.0233304732840604,0.0306755176668992,0.0264265905565031,0.0238040391127224,0.0245747303364693,0.0270039692456706,0.0546149088443468,0.073338296819023,0.0749203480583265,0.0758751151073246,0.0697986980795441,0.0722574980158722,0.0804529598849349,0.0792525961046676
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Chile,CHL,0.223410470004002,0.221628057315675,0.198113334118062,0.184230095949588,0.180361152697695,0.178585946418618,0.180944141909475,0.172842151002323,0.166335876027584,0.177532710906568,0.173857104655807,0.173237726469774,0.166716230664712,0.175685138585127,0.171974520884494,0.157285628802147,0.153716120044688,0.145014843284096
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,China,CHN,1.292415729732,0.742660284519143,0.72803635791445,0.704618464474102,0.696989457914576,0.731120059819919,0.765122239903308,0.779422767679911,0.767311039742665,0.7300356637883,0.502789157630649,0.480226016420543,0.471679204251541,0.45588966051629,0.452373308365858,0.437921328900752,0.422175530731573,0.424583803123241
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Colombia,COL,0.16438942321886,0.144786504592237,0.148034968675764,0.144727243110713,0.13565583203326,0.129441314872017,0.12294015191455,0.120769786511929,0.107820768724586,0.104816103521336,0.106439242705651,0.0956242636567956,0.0977926740774882,0.0955875606923419,0.100694998219399,0.0988388933611769,0.0961179350065163,0.105011372128244
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Comoros,COM,0.0293530731019483,0.0369951872373808,0.0556653859484457,0.0576876786553615,0.0583653442537138,0.074116785649224,0.0787340279078318,0.0742117020050245,0.0869386183800844,0.0564603466224162,0.078544677649384,0.0973178407121962,0.102544196730219,0.115160390049472,0.121146280096429,0.120866209437196,0.10980346086681,0.106777827032534
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,"Congo, Dem. Rep.",COD,0.0422852810100575,0.049080346643053,0.0418947910559433,0.0416007020648481,0.0423945534381816,0.0486448764113769,0.04352741262104,0.0459754143795787,0.0448626498274531,0.0466406720500201,0.0255667994110166,0.0286735821766153,0.0268668071760516,0.0278270990242976,0.0281979833376166,0.0269517537903013,0.0274340712309034,0.0246700820588761
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,"Congo, Rep.",COG,0.115139028975622,0.187970930219155,0.189101815041313,0.177611504188444,0.110392466836093,0.136579630610343,0.133963570861434,0.148736514079883,0.153227214871214,0.145247003858051,0.133759842797638,0.140188873069433,0.165699420452279,0.18477997953326,0.201696257742619,0.19019082196494,0.206139349498135,0.18999780845406
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Costa Rica,CRI,0.0852445799479282,0.0971172337505637,0.092744577621989,0.0966298410699164,0.0953633636677064,0.098265449253273,0.0958265207254877,0.0949335976004201,0.0960996826302307,0.0990678662788509,0.0772500885850694,0.0754917227788009,0.0741187559913499,0.0702547393636258,0.0642120917726813,0.0664357739168294,0.0641102030977918,0.0646360302335665
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Cote d'Ivoire,CIV,0.0463930350837256,0.0849863582377481,0.0813592265970511,0.0833866015134753,0.0906402130481417,0.0748785818402043,0.0748313084829771,0.0790339144473516,0.075464531657332,0.0741216869141234,0.0824633745290175,0.0830101442669346,0.0792596778061127,0.0793667079989439,0.0781597315126411,0.0809997754573885,0.0775712133953713,0.0713069635624113
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Croatia,HRV,0.223133399607332,0.215396816028828,0.20353216566853,0.20926615203793,0.205643459928803,0.20746881786422,0.198994645530482,0.191767599979078,0.183979034722587,0.186308109660763,0.144332040484409,0.143745321556898,0.132025419716773,0.129491807153275,0.135587822919073,0.123690923972662,0.113482659422826,0.109942833414195
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Cyprus,CYP,0.289087612205962,0.290630773895132,0.284468495756885,0.268487745607078,0.265409505790963,0.282718381695664,0.267303829726163,0.258758422258641,0.250404794294686,0.247112678914204,0.210862763599905,0.203295006681792,0.187420534559677,0.17708830695428,0.172480102158133,0.157186977695697,0.152364173119182,0.148444538889897
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Czechia,CZE,0.573652925333335,0.41259898239216,0.438442700849603,0.425721269764432,0.404072453776713,0.401184788102837,0.385576618508364,0.355621899692664,0.338036354725015,0.324232348562425,0.241290949967919,0.230605882213044,0.222153539444044,0.202663736465493,0.195554591567657,0.197453376979448,0.192537877444829,0.175415741555975
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Denmark,DNK,0.222555814406847,0.193746773771116,0.173335258696551,0.176867171315676,0.1745234751794,0.191136819114953,0.168638693914403,0.154195252065906,0.171835124238555,0.156402048215035,0.098478887062039,0.0898471202741103,0.0884219160344121,0.0780165986663081,0.0731041802977828,0.0719952719686615,0.0678776125243802,0.0630044566965463
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,0.13681273140521,0.116561993723933,0.120384433397685,0.112344731127497,0.115163755883121,0.118877909134111,0.108200907505714,0.101523714665757
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Dominica,DMA,0.029389215902872,0.0714932057848487,0.062522673991334,0.063014332570619,0.0589212503971249,0.0629413674161498,0.0652135587927243,0.0637351608508653,0.0646219812141564,0.0726870139912013,0.0674246193824786,0.0643050431220825,0.0672172568756542,0.0715372564647265,0.0697666285034685,0.0720442420407938,0.0685054756280783,0.0689612963807979
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Dominican Republic,DOM,0.15449898275827,0.20495048305128,0.204498413930069,0.200977601543156,0.21116093229306,0.191405939424094,0.17300029577748,0.170479959167404,0.171021805801508,0.160555578490128,0.125673674236937,0.114827116122046,0.115645536794351,0.122560559094325,0.12390843475623,0.121712237495537,0.115986955428515,0.119835406130287
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Ecuador,ECU,0.184307558790095,0.188458142535619,0.18939917477804,0.200441809189602,0.190925620197996,0.189702620816835,0.187504519955708,0.191538815598354,0.196540724757401,0.19674714532823,0.182933639001927,0.167538282160648,0.172510076266945,0.169954361451988,0.163811168725818,0.166612566638451,0.166230913393504,0.174196221052284
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,"Egypt, Arab Rep.",EGY,0.195698895601831,0.188688502833094,0.175342055691967,0.186949082194595,0.187445325093861,0.185269522047703,0.193110120057915,0.205550824442037,0.203695976661681,0.203387003167829,0.179241739477699,0.180288811559715,0.167570684295608,0.146683900545044,0.135156382458595,0.144473188545858,0.13414576587074,0.130422005833054
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,El Salvador,SLV,0.0803561136344261,0.131315267109672,0.129273132062239,0.133367006391191,0.131795737217412,0.140957725098109,0.144990566156254,0.145414155170476,0.146428871073456,0.151361526801589,0.119789329847118,0.105994879738049,0.110841135700477,0.123522016440652,0.110112234948356,0.111373002600956,0.113901249679238,0.116452782961913
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Equatorial Guinea,GNQ,0.133515302396554,0.367505082475738,0.331641046702946,0.266296546780788,0.198865946684898,0.195070021267483,0.247229991094123,0.215667375688736,0.199944817793844,0.193810851506717,0.146239254293777,0.140576471460125,0.143655994719783,0.147849303447687,0.152354079239398,0.14730950233178,0.136258492611952,0.130302827925107
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Estonia,EST,1.29970615872439,0.65123282027444,0.599755947923226,0.578920127972401,0.518205196623972,0.539183204569676,0.514715836863066,0.469360461833744,0.4130144854219,0.456677742040134,0.401128095692707,0.403353734722538,0.409785381943424,0.259875489939573,0.208880607076409,0.209004761853291,0.21360777048678,0.200112475821406
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Eswatini,SWZ,0.229083341067493,0.199414597104496,0.169980152498215,0.170429299094726,0.158900006804382,0.141934566720721,0.135524321306937,0.127416883024186,0.121221646108434,0.120016129129977,0.102657464818473,0.0992312241490315,0.0984826633850141,0.0992108539853622,0.1005240501344,0.104862102154006,0.113928763080438,0.111503972670745
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Ethiopia,ETH,0.0525158388897737,0.0678833680582128,0.0709609918575108,0.0809218198856935,0.0819424382056791,0.0895190524438265,0.0858719610455773,0.0733285252619849,0.0700478258441385,0.0688756402553175,0.0720552628933996,0.0650974976105551,0.0670744097190285,0.0667320407753861,0.0563967096443886,0.0546492724829521,0.0496717784775488,0.0471164438710683
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,0.000638894436243805,0.00061721766736224,0.000600618321612898,0.000574542644586506,0.00061331165850092,0.000581313929808196,0.000561352114974416,0.000547719069030351
Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Fiji,FJI,0.161504500110839,0.160300914118217,0.184267871302751,0.195682541668777,0.156716010907093,0.180499021514199,0.222970147103796,0.193644760108186,0.204395158668363,0.191000388949414,0.139437327080244,0.145489130894529,0.147779100873834,0.15452512370148,0.187883315116109,0.207049597047678,0.182256966152651,0.175201776871455
